rule,length,size,mean_residual,delta_from_global,q_residual,n_predicates,n_operators,depth,n_splits,precision_penalty,n_terms,degree,n_tokens,complexity,I_inv,I_exp,expressiveness,pareto,score,q_perm,p_value,language,leaf_id,q_signed,expr,operator,threshold,n_ops
LSTAT <= 9.53 AND PTRATIO > 19.2 AND B <= 378.7,3,8,20.394815750000085,18.95549714920957,12.198442023329408,1,5,0,0,0.21000000000000002,0,0,0,6.0,0.14285714285714285,0.014995576820477717,1.0,False,0.4276946041873568,12.198442023329408,0.000999000999000999,L_conj,,,,,,
DIS <= 1.951 AND RAD > 5 AND LSTAT <= 14.27,3,14,15.701733642857196,14.262415042066683,12.14174987473835,1,5,0,0,0.011,0,0,0,6.0,0.14285714285714285,0.014995576820477717,1.0,False,0.42669959336946245,13.264096567322687,0.000999000999000999,L_conj,,,,,,
DIS <= 2.64 AND LSTAT <= 11.65 AND TAX > 403,3,12,16.646450750000067,15.207132149209555,11.985665046938236,1,5,0,0,0.02,0,0,0,6.0,0.14285714285714285,0.014995576820477717,1.0,False,0.42394806398411233,11.985665046938236,0.000999000999000999,L_conj,,,,,,
PTRATIO > 19.7 AND LSTAT <= 11.45 AND NOX > 0.63,3,10,18.042415600000076,16.603096999209562,11.945746623409555,1,4,0,0,0.12,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.6006082675529574,11.945746623409555,0.000999000999000999,L_conj,,,,,,
LSTAT <= 13.33 AND B <= 379.2 AND RAD > 8,3,12,16.443599000000056,15.004280399209543,11.825785254625668,1,5,0,0,0.11,0,0,0,6.0,0.14285714285714285,0.014995576820477717,1.0,False,0.4211109963515698,11.825785254625668,0.000999000999000999,L_conj,,,,,,
DIS <= 1.951 AND LSTAT <= 13.66 AND INDUS <= 18.1,3,15,14.820152266666716,13.380833665876203,11.79106396434718,1,6,0,0,0.111,0,0,0,7.0,0.125,0.007446583070924344,1.0,False,0.29631594169921704,12.257032212375067,0.000999000999000999,L_conj,,,,,,
PTRATIO > 19.7 AND LSTAT <= 14.81 AND DIS <= 1.95,3,15,14.800026666666719,13.360708065876207,11.773329476134686,1,5,0,0,0.12,0,0,0,6.0,0.14285714285714285,0.014995576820477717,1.0,False,0.42017599478334355,11.773329476134686,0.000999000999000999,L_conj,,,,,,
DIS <= 1.951 AND LSTAT <= 13.66,2,21,11.375046523809537,9.935727923019025,10.359374452514087,1,4,0,0,0.011,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,True,0.5593085037418426,10.658807963367984,0.000999000999000999,L_poly,,,,,,
NOX*RAD > 14.74 AND LSTAT <= 14.15,2,20,10.284189950000039,8.844871349209527,8.999755519802562,1,4,0,0,0.02,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.5213147495885814,8.999755519802562,0.000999000999000999,L_poly,,,,,,
CHAS > 0 AND TAX > 403,2,8,14.338075375000079,12.898756774209566,8.300744393284562,1,2,0,0,0.0,1,1,0,3.0,0.25,0.12245642825298195,2.0,True,1.0082060852041081,8.300744393284562,0.000999000999000999,L_poly,,,,,,
(CHAS + RAD) > 24,2,8,14.338075375000079,12.898756774209566,8.300744393284562,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,True,1.0082060852041081,8.300744393284562,0.000999000999000999,L_symb,,8.300744393284562,(CHAS + RAD),>,24.0,1.0
RM > 6.75 AND RAD > 8,2,12,11.780409000000029,10.341090399209516,8.150441814334897,1,2,0,0,0.01,1,1,0,3.0,0.25,0.12245642825298195,2.0,False,0.9990365324987898,8.150441814334897,0.000999000999000999,L_poly,,,,,,
DIS <= 1.34,1,10,12.632326100000027,11.193007499209514,8.053246424196972,1,2,0,0,0.01,0,0,0,3.0,0.25,0.12245642825298195,0.0,True,0.9930618273542992,8.053246424196972,0.000999000999000999,L_tree,1.0,,,,,
LSTAT <= 9.53 AND DIS <= 3.09,2,40,6.786062075000018,5.3467434742095055,7.693846853549796,1,4,0,0,0.02,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.4820104183824681,7.693846853549796,0.000999000999000999,L_poly,,,,,,
NOX*PTRATIO > 13.23 AND CHAS > 0,2,6,15.201609666666775,13.762291065876262,7.669915116645891,1,3,0,0,0.01,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.6829407138056294,7.669915116645891,0.000999000999000999,L_poly,,,,,,
DIS <= 2.64 AND LSTAT <= 11.65,2,41,6.672865804878066,5.233547204087554,7.624515781979318,1,4,0,0,0.02,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.4798337487900867,7.748447115429525,0.000999000999000999,L_poly,,,,,,
DIS <= 1.951 AND CHAS > 0,2,10,11.934551200000053,10.49523259920954,7.551205018550094,1,3,0,0,0.001,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.6776350419465418,7.551205018550094,0.000999000999000999,L_poly,,,,,,
DIS*NOX <= 1.277 AND LSTAT <= 12.16,2,21,8.569090095238105,7.129771494447592,7.433775687509045,1,5,0,0,0.011,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.3338768551251216,7.433775687509045,0.000999000999000999,L_poly,,,,,,
(target / DIS) > 10.13,2,73,5.25505758904109,3.8157389882505774,7.417614917106623,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.9530659100528756,7.417614917106623,0.000999000999000999,L_symb,,7.417614917106623,(target / DIS),>,10.13,1.0
CHAS > 0 AND B <= 359.1,2,7,13.675538000000074,12.236219399209562,7.3658092710390894,1,3,0,0,0.1,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.6692647630477031,7.3658092710390894,0.000999000999000999,L_poly,,,,,,
LSTAT <= 9.53 AND AGE*PTRATIO > 1335,2,41,6.487110439024392,5.047791838233879,7.353897277300022,1,4,0,0,0.01,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.4712413985750539,7.353897277300022,0.000999000999000999,L_poly,,,,,,
AGE*DIS <= 146.8 AND DIS*NOX <= 1,2,21,8.491195666666679,7.051877065876166,7.352559941708829,1,6,0,0,0.1,1,1,0,7.0,0.125,0.007446583070924344,2.0,False,0.23399027413524146,7.352559941708829,0.000999000999000999,L_poly,,,,,,
DIS*NOX <= 1.533 AND LSTAT <= 9.55,2,41,6.47937719512197,5.040058594331457,7.3426310676184015,1,5,0,0,0.011,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.3318237306747335,7.3426310676184015,0.000999000999000999,L_poly,,,,,,
RM > 6.75 AND AGE*PTRATIO > 1444,2,20,8.528427700000002,7.089109099209489,7.2132477937957855,1,3,0,0,0.01,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.6622975540283514,7.2132477937957855,0.000999000999000999,L_poly,,,,,,
LSTAT <= 9.53 AND CRIM > 0.37,2,40,6.436810149999994,4.997491549209482,7.191280976353879,1,3,0,0,0.02,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.6612883232959872,7.191280976353879,0.000999000999000999,L_poly,,,,,,
LSTAT <= 9.53 AND AGE > 76.96,2,41,6.373303463414637,4.933984862624124,7.188097094785533,1,3,0,0,0.02,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.6611419170571895,7.188097094785533,0.000999000999000999,L_poly,,,,,,
(DIS / target) <= 0.1,2,76,5.050865960526311,3.611547359735798,7.163484147579663,1,3,0,0,0.1,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.660009029960254,7.163484147579663,0.000999000999000999,L_symb,,7.163484147579663,(DIS / target),<=,0.1,1.0
AGE*PTRATIO > 1499 AND AGE*DIS <= 158.2,2,41,6.3535308536585555,4.914212252868042,7.159291283113782,1,5,0,0,0.1,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.3276548525752506,7.159291283113782,0.000999000999000999,L_poly,,,,,,
AGE*PTRATIO > 1499 AND LSTAT <= 12.7,2,41,6.340861365853674,4.9015427650631604,7.140833685245463,1,4,0,0,0.1,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.464364611860513,7.140833685245463,0.000999000999000999,L_poly,,,,,,
RM > 6.75 AND B*INDUS > 2544,2,20,8.431739499999994,6.992420899209481,7.1148664689246655,1,3,0,0,0.01,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.6577655171452608,6.653026016359266,0.000999000999000999,L_poly,,,,,,
LSTAT <= 6.29 AND AGE*PTRATIO > 1270,2,21,8.218555428571406,6.779236827780894,7.068294678093064,1,4,0,0,0.01,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.46200000490942594,7.068294678093064,0.000999000999000999,L_poly,,,,,,
AGE*INDUS > 872.4 AND LSTAT <= 12.03,2,42,6.211293333333347,4.771974732542834,7.036342554557699,1,4,0,0,0.11,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.46095458996603433,7.036342554557699,0.000999000999000999,L_poly,,,,,,
LSTAT <= 9.53 AND NOX > 0.52,2,38,6.438350394736854,4.99903179394634,7.011353933739841,1,3,0,0,0.02,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.6529631473508195,7.011353933739841,0.000999000999000999,L_poly,,,,,,
LSTAT <= 9.53 AND AGE*INDUS > 457.7,2,41,6.251607560975623,4.812288960185111,7.0108038952470295,1,4,0,0,0.11,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.4601173038731087,7.0108038952470295,0.000999000999000999,L_poly,,,,,,
DIS <= 1.951 AND LSTAT <= 17.89,2,41,6.246209463414637,4.806890862624124,7.002939653568983,1,4,0,0,0.011,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.45985916735689947,7.26318933580271,0.000999000999000999,L_poly,,,,,,
DIS <= 1.951 AND DIS*NOX <= 0.95,2,21,8.13419347619048,6.694874875399968,6.980335641671139,1,5,0,0,0.011,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.32353386120682665,6.980335641671139,0.000999000999000999,L_poly,,,,,,
DIS > 1.34 AND RM > 8.28,2,7,12.443245571428577,11.003926970638064,6.624008989524886,1,2,0,0,0.02,0,0,0,3.0,0.25,0.12245642825298195,0.0,False,0.9006400399565088,6.624008989524886,0.000999000999000999,L_tree,10.0,,,,,
(DIS - RM) <= -4.34,2,73,4.68307712328766,3.243758522497147,6.3057121249789505,1,4,0,0,0.01,0,0,10,5.0,0.16666666666666666,0.0301973834223185,10.0,False,0.43636682594893955,6.3057121249789505,0.000999000999000999,L_symb,,6.3057121249789505,(DIS - RM),<=,-4.34,1.0
(RM - DIS) > 4.34,2,73,4.68307712328766,3.243758522497147,6.3057121249789505,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.8787348772049753,6.3057121249789505,0.000999000999000999,L_symb,,6.3057121249789505,(RM - DIS),>,4.34,1.0
(CHAS + TAX) > 666,2,13,9.057135153846204,7.617816553055691,6.249228143129416,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.8747903507387601,6.249228143129416,0.000999000999000999,L_symb,,6.249228143129416,(CHAS + TAX),>,666.0,1.0
(target + CRIM) > 34.43,2,73,4.587941068493136,3.1486224677026233,6.120772164103358,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.8657527922948745,6.120772164103358,0.000999000999000999,L_symb,,6.120772164103358,(target + CRIM),>,34.43,1.0
(target + RAD) > 41.89,2,73,4.420457260273966,2.981138659483453,5.795191615212114,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.8424122899391394,5.795191615212114,0.000999000999000999,L_symb,,5.795191615212114,(target + RAD),>,41.89,1.0
(target * RAD) > 338.4,2,72,4.210656402777783,2.77133780198727,5.350321846770326,1,2,0,0,0.1,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.809432704651469,5.350321846770326,0.000999000999000999,L_symb,,5.350321846770326,(target * RAD),>,338.40000000000003,1.0
(target * AGE) > 2000.82,2,73,4.141289205479446,2.7019706046889334,5.252502208520578,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.8019991644922888,5.252502208520578,0.000999000999000999,L_symb,,5.252502208520578,(target * AGE),>,2000.82,1.0
(DIS / RM) <= 0.29,2,68,4.224009176470589,2.784690575680076,5.224630664632034,1,3,0,0,0.01,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.5636578021369953,5.224630664632034,0.000999000999000999,L_symb,,5.224630664632034,(DIS / RM),<=,0.29,1.0
(DIS / RAD) <= 0.08,2,64,4.28511843750001,2.845799836709497,5.179866069756327,1,3,0,0,0.01,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.5612378997289152,5.179866069756327,0.000999000999000999,L_symb,,5.179866069756327,(DIS / RAD),<=,0.08,1.0
(target * TAX) > 11543.9,2,73,4.064509821917803,2.6251912211272903,5.1032467425186425,1,2,0,0,0.1,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.7905222125800755,5.1032467425186425,0.000999000999000999,L_symb,,5.1032467425186425,(target * TAX),>,11543.89,1.0
(RM / DIS) > 3.39,2,74,4.018690283783784,2.5793716829932714,5.048402594870735,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.7862629014209916,5.048402594870735,0.000999000999000999,L_symb,,5.048402594870735,(RM / DIS),>,3.39,1.0
(target + TAX) > 680.19,2,73,4.034691534246581,2.595372933456068,5.045281411002599,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.7860198096247596,5.045281411002599,0.000999000999000999,L_symb,,5.045281411002599,(target + TAX),>,680.19,1.0
(DIS / CHAS) <= 6.26179e+06,2,73,3.9576171369863045,2.5182985361957915,4.895452452416797,1,4,0,0,1e-05,0,0,11,5.0,0.16666666666666666,0.0301973834223185,11.0,False,0.38448648185776235,3.614259236458937,0.004995004995004995,L_symb,,4.895452452416797,(DIS / CHAS),<=,6261792.92,1.0
(CHAS - DIS) > -1.75,2,72,3.9531578055555645,2.5138392047650515,4.853197184001743,1,3,0,0,0.01,0,0,8,4.0,0.2,0.06081006262521797,8.0,False,0.5432524502399207,4.853197184001743,0.000999000999000999,L_symb,,4.853197184001743,(CHAS - DIS),>,-1.75,1.0
(DIS - CHAS) <= 1.75,2,72,3.9531578055555645,2.5138392047650515,4.853197184001743,1,3,0,0,0.01,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.5432524502399207,4.853197184001743,0.000999000999000999,L_symb,,4.853197184001743,(DIS - CHAS),<=,1.75,1.0
(TAX - DIS) > 664.05,2,71,3.9068906760563467,2.4675720752658337,4.730676111937219,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.7611187160289358,4.730676111937219,0.000999000999000999,L_symb,,4.730676111937219,(TAX - DIS),>,664.0500000000001,1.0
(DIS - TAX) <= -664.05,2,71,3.9068906760563467,2.4675720752658337,4.730676111937219,1,4,0,0,0.01,0,0,10,5.0,0.16666666666666666,0.0301973834223185,10.0,False,0.37796036882055656,4.730676111937219,0.000999000999000999,L_symb,,4.730676111937219,(DIS - TAX),<=,-664.0500000000001,1.0
(RAD - DIS) > 22,2,72,3.8879316666666757,2.4486130658761627,4.727272139560228,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.7608448341090169,4.727272139560228,0.000999000999000999,L_symb,,4.727272139560228,(RAD - DIS),>,22.0,1.0
(DIS - RAD) <= -22,2,72,3.8879316666666757,2.4486130658761627,4.727272139560228,1,4,0,0,0.0,0,0,10,5.0,0.16666666666666666,0.0301973834223185,10.0,False,0.37782436308415074,4.727272139560228,0.000999000999000999,L_symb,,4.727272139560228,(DIS - RAD),<=,-22.0,1.0
(RAD / DIS) > 11.98,2,73,3.8626846575342566,2.4233660567437436,4.710908232314291,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.759526823724335,4.710908232314291,0.000999000999000999,L_symb,,4.710908232314291,(RAD / DIS),>,11.98,1.0
(target + RAD) > 36.7,2,144,3.136495409722216,1.6971768089317032,4.633749246992484,1,2,0,0,0.1,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.7532810778233078,4.633749246992484,0.000999000999000999,L_symb,,4.633749246992484,(target + RAD),>,36.7,1.0
(TAX / DIS) > 338.18,2,73,3.8162175890411048,2.3768989882505918,4.620578463566916,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.7522097680242231,4.620578463566916,0.000999000999000999,L_symb,,4.620578463566916,(TAX / DIS),>,338.18,1.0
DIS > 1.34 AND RM <= 8.28 AND RM > 6.77 AND INDUS > 6.66,4,19,4.018949947368379,2.5796313465778664,2.558342230788573,1,5,0,0,0.04,0,0,0,6.0,0.14285714285714285,0.014995576820477717,0.0,False,0.19586683602606741,2.5318806502803173,0.03896103896103896,L_tree,9.0,,,,,
DIS > 1.34 AND RM <= 8.28 AND RM <= 6.77 AND DIS <= 1.42,4,7,4.179332999999999,2.740014399209486,1.6494002604907183,1,7,0,0,0.04,0,0,0,8.0,0.1111111111111111,0.003697863716482932,0.0,False,0.07809774245921661,1.4328265572589542,0.06593406593406594,L_tree,5.0,,,,,
